internship_id,date_time,profile,company,location,start_date,stipend,duration,apply_by_date,offer,education,skills,perks,stipend_min,stipend_max,stipend_type,stipend_period,duration_months,apply_by_dt,posted_dt,start_immediate,start_dt,is_remote,city,is_multi_city,skills_tokens,text_blob
INT1458,2025-09-11,Full Stack Development,MobileFirst,Gurgaon,Immediately,Performance based,2 Months,2025-08-01,Certificate of Completion,"B.Tech/B.E., MCA","Full Stack, Python, JavaScript, SQL","Certificate, LOR",,,performance_based,unknown,2.0,2025-08-01,2025-09-11,True,,False,Gurgaon,False,"['full stack', 'python', 'javascript', 'sql']","full stack development full stack, python, javascript, sql certificate, lor b.tech/b.e., mca certificate of completion mobilefirst"
INT1459,2025-01-12,Data Analytics,DevStudio,Chandigarh,1 August 2025,Rs. 7000-10000 /month,3 Months,2025-11-30,Letter of Recommendation,Any,"SQL, Excel, Tableau, Power BI",Flexible working hours,7000.0,10000.0,range,month,3.0,2025-11-30,2025-01-12,False,2025-08-01,False,Chandigarh,False,"['sql', 'excel', 'tableau', 'power bi']","data analytics sql, excel, tableau, power bi flexible working hours any letter of recommendation devstudio"
INT1460,2025-02-13,Data Science,TechCorp India,Indore,1 June 2025,Rs. 2000 /month,2 Months,2025-06-15,,B.Tech/B.E.,"Python, Machine Learning, Data Analysis",Health Insurance,2000.0,2000.0,fixed,month,2.0,2025-06-15,2025-02-13,False,2025-06-01,False,Indore,False,"['python', 'machine learning', 'data analysis']","data science python, machine learning, data analysis health insurance b.tech/b.e. techcorp india"
INT1461,2025-03-14,Web Development,StartupXYZ,Work From Home,Immediately,Rs. 25000 /month,3 Months,2025-07-01,"Certificate, PPO",BCA,"React, JavaScript, HTML, CSS",,25000.0,25000.0,fixed,month,3.0,2025-07-01,2025-03-14,True,,True,Remote,False,"['react', 'javascript', 'html', 'css']","web development react, javascript, html, css bca certificate, ppo startupxyz"
INT1462,2025-04-15,Machine Learning,InnovateTech,Work From Home,Immediately,Rs. 5000-8000 /month,4 Months,2025-08-20,"Certificate of Completion, Letter of Recommendation",MCA,"Python, TensorFlow, Deep Learning","Flexible working hours, Work from home",5000.0,8000.0,range,month,4.0,2025-08-20,2025-04-15,True,,True,Remote,False,"['python', 'tensorflow', 'deep learning']","machine learning python, tensorflow, deep learning flexible working hours, work from home mca certificate of completion, letter of recommendation innovatetech"
INT1463,2025-05-16,Business Development,DataDriven Co,Work From Home,15 June 2025,,6 Months,2025-09-30,Pre-Placement Offer (PPO),MBA,"Business Development, Sales, CRM","5 days a week, Free snacks",,,unknown,unknown,6.0,2025-09-30,2025-05-16,False,2025-06-15,True,Remote,False,"['business development', 'sales', 'crm']","business development business development, sales, crm 5 days a week, free snacks mba pre-placement offer (ppo) datadriven co"
INT1464,2025-06-17,Marketing,DesignHub,Mumbai,Immediately,Rs. 18000 /month,1 Month,2025-05-31,Certificate of Completion,B.Com,"Digital Marketing, SEO, Google Analytics","Informal dress code, Free snacks",18000.0,18000.0,fixed,month,1.0,2025-05-31,2025-06-17,True,,False,Mumbai,False,"['digital marketing', 'seo', 'google analytics']","marketing digital marketing, seo, google analytics informal dress code, free snacks b.com certificate of completion designhub"
INT1465,2025-07-18,Content Writing,FinanceFirst,Delhi,Immediately,Rs. 5000 /month,5 Months,2025-10-15,Letter of Recommendation,Any Graduate,"Content Writing, Blogging, SEO","Certificate, LOR",5000.0,5000.0,fixed,month,5.0,2025-10-15,2025-07-18,True,,False,Delhi,False,"['content writing', 'blogging', 'seo']","content writing content writing, blogging, seo certificate, lor any graduate letter of recommendation financefirst"
INT1466,2025-08-19,Graphic Design,MarketMasters,Bangalore,1 June 2025,Rs. 10000 /month,8 Weeks,2025-06-30,,B.Sc,"Photoshop, Illustrator, Figma",Flexible working hours,10000.0,10000.0,fixed,month,1.8411967779056388,2025-06-30,2025-08-19,False,2025-06-01,False,Bangalore,False,"['photoshop', 'illustrator', 'figma']","graphic design photoshop, illustrator, figma flexible working hours b.sc marketmasters"
INT1467,2025-09-20,Finance,CodeCraft,Hyderabad,1 July 2025,Rs. 8000 /month,12 Weeks,2025-07-15,"Certificate, PPO",M.Tech,"Finance, Excel, Tally",Health Insurance,8000.0,8000.0,fixed,month,2.761795166858458,2025-07-15,2025-09-20,False,2025-07-01,False,Hyderabad,False,"['finance', 'excel', 'tally']","finance finance, excel, tally health insurance m.tech certificate, ppo codecraft"
INT1468,2025-01-21,Human Resources,CreativeMinds,Chennai,1 June 2025,Rs. 15000 /month,2 Months,2025-08-01,"Certificate of Completion, Letter of Recommendation","B.Tech/B.E., MCA","HR, Recruitment, Excel",,15000.0,15000.0,fixed,month,2.0,2025-08-01,2025-01-21,False,2025-06-01,False,Chennai,False,"['hr', 'recruitment', 'excel']","human resources hr, recruitment, excel b.tech/b.e., mca certificate of completion, letter of recommendation creativeminds"
INT1469,2025-02-22,Operations,GrowthLab,Pune,Immediately,Unpaid,3 Months,2025-11-30,Pre-Placement Offer (PPO),Any,"Operations, MS Office, Excel","Flexible working hours, Work from home",0.0,0.0,unpaid,unknown,3.0,2025-11-30,2025-02-22,True,,False,Pune,False,"['operations', 'ms office', 'excel']","operations operations, ms office, excel flexible working hours, work from home any pre-placement offer (ppo) growthlab"
INT1470,2025-03-23,Python Development,AIVentures,Kolkata,15 June 2025,Rs. 3000 /month,2 Months,2025-06-15,Certificate of Completion,B.Tech/B.E.,"Python, Django, REST API","5 days a week, Free snacks",3000.0,3000.0,fixed,month,2.0,2025-06-15,2025-03-23,False,2025-06-15,False,Kolkata,False,"['python', 'django', 'rest api']","python development python, django, rest api 5 days a week, free snacks b.tech/b.e. certificate of completion aiventures"
INT1471,2025-04-24,Android Development,WebWizards,Ahmedabad,15 June 2025,Rs. 20000 /month,3 Months,2025-07-01,Letter of Recommendation,BCA,"Android, Kotlin, Java","Informal dress code, Free snacks",20000.0,20000.0,fixed,month,3.0,2025-07-01,2025-04-24,False,2025-06-15,False,Ahmedabad,False,"['android', 'kotlin', 'java']","android development android, kotlin, java informal dress code, free snacks bca letter of recommendation webwizards"
INT1472,2025-05-25,iOS Development,AppFactory,Jaipur,Immediately,Rs. 12000 /month,4 Months,2025-08-20,,MCA,"iOS, Swift, Xcode","Certificate, LOR",12000.0,12000.0,fixed,month,4.0,2025-08-20,2025-05-25,True,,False,Jaipur,False,"['ios', 'swift', 'xcode']","ios development ios, swift, xcode certificate, lor mca appfactory"
INT1473,2025-06-26,UI/UX Design,CloudNine,Noida,15 June 2025,Performance based,6 Months,2025-09-30,"Certificate, PPO",MBA,"Figma, Adobe XD, Sketch",Flexible working hours,,,performance_based,unknown,6.0,2025-09-30,2025-06-26,False,2025-06-15,False,Noida,False,"['figma', 'adobe xd', 'sketch']","ui/ux design figma, adobe xd, sketch flexible working hours mba certificate, ppo cloudnine"
INT1474,2025-07-27,Digital Marketing,BizBoost,Gurgaon,1 June 2025,Rs. 7000-10000 /month,1 Month,2025-05-31,"Certificate of Completion, Letter of Recommendation",B.Com,"Facebook Ads, Google Ads, SEO",Health Insurance,7000.0,10000.0,range,month,1.0,2025-05-31,2025-07-27,False,2025-06-01,False,Gurgaon,False,"['facebook ads', 'google ads', 'seo']","digital marketing facebook ads, google ads, seo health insurance b.com certificate of completion, letter of recommendation bizboost"
INT1475,2025-08-28,Social Media Marketing,ContentKing,Chandigarh,1 August 2025,Rs. 2000 /month,5 Months,2025-10-15,Pre-Placement Offer (PPO),Any Graduate,"Instagram, Facebook, Content Creation",,2000.0,2000.0,fixed,month,5.0,2025-10-15,2025-08-28,False,2025-08-01,False,Chandigarh,False,"['instagram', 'facebook', 'content creation']","social media marketing instagram, facebook, content creation any graduate pre-placement offer (ppo) contentking"
INT1476,2025-09-01,Video Editing,PixelPerfect,Indore,1 June 2025,Rs. 25000 /month,8 Weeks,2025-06-30,Certificate of Completion,B.Sc,"Premiere Pro, After Effects, Davinci Resolve","Flexible working hours, Work from home",25000.0,25000.0,fixed,month,1.8411967779056388,2025-06-30,2025-09-01,False,2025-06-01,False,Indore,False,"['premiere pro', 'after effects', 'davinci resolve']","video editing premiere pro, after effects, davinci resolve flexible working hours, work from home b.sc certificate of completion pixelperfect"
INT1477,2025-01-02,React Development,AnalyticsEdge,Work From Home,1 August 2025,Rs. 5000-8000 /month,12 Weeks,2025-07-15,Letter of Recommendation,M.Tech,"React, Node.js, MongoDB","5 days a week, Free snacks",5000.0,8000.0,range,month,2.761795166858458,2025-07-15,2025-01-02,False,2025-08-01,True,Remote,False,"['react', 'node.js', 'mongodb']","react development react, node.js, mongodb 5 days a week, free snacks m.tech letter of recommendation analyticsedge"
INT1478,2025-02-03,Full Stack Development,MobileFirst,Work From Home,Immediately,,2 Months,2025-08-01,,"B.Tech/B.E., MCA","Full Stack, Python, JavaScript, SQL","Informal dress code, Free snacks",,,unknown,unknown,2.0,2025-08-01,2025-02-03,True,,True,Remote,False,"['full stack', 'python', 'javascript', 'sql']","full stack development full stack, python, javascript, sql informal dress code, free snacks b.tech/b.e., mca mobilefirst"
INT1479,2025-03-04,Data Analytics,DevStudio,Work From Home,15 June 2025,Rs. 18000 /month,3 Months,2025-11-30,"Certificate, PPO",Any,"SQL, Excel, Tableau, Power BI","Certificate, LOR",18000.0,18000.0,fixed,month,3.0,2025-11-30,2025-03-04,False,2025-06-15,True,Remote,False,"['sql', 'excel', 'tableau', 'power bi']","data analytics sql, excel, tableau, power bi certificate, lor any certificate, ppo devstudio"
INT1480,2025-04-05,Data Science,TechCorp India,Mumbai,Immediately,Rs. 5000 /month,2 Months,2025-06-15,"Certificate of Completion, Letter of Recommendation",B.Tech/B.E.,"Python, Machine Learning, Data Analysis",Flexible working hours,5000.0,5000.0,fixed,month,2.0,2025-06-15,2025-04-05,True,,False,Mumbai,False,"['python', 'machine learning', 'data analysis']","data science python, machine learning, data analysis flexible working hours b.tech/b.e. certificate of completion, letter of recommendation techcorp india"
INT1481,2025-05-06,Web Development,StartupXYZ,Delhi,1 July 2025,Rs. 10000 /month,3 Months,2025-07-01,Pre-Placement Offer (PPO),BCA,"React, JavaScript, HTML, CSS",Health Insurance,10000.0,10000.0,fixed,month,3.0,2025-07-01,2025-05-06,False,2025-07-01,False,Delhi,False,"['react', 'javascript', 'html', 'css']","web development react, javascript, html, css health insurance bca pre-placement offer (ppo) startupxyz"
INT1482,2025-06-07,Machine Learning,InnovateTech,Bangalore,Immediately,Rs. 8000 /month,4 Months,2025-08-20,Certificate of Completion,MCA,"Python, TensorFlow, Deep Learning",,8000.0,8000.0,fixed,month,4.0,2025-08-20,2025-06-07,True,,False,Bangalore,False,"['python', 'tensorflow', 'deep learning']","machine learning python, tensorflow, deep learning mca certificate of completion innovatetech"
INT1483,2025-07-08,Business Development,DataDriven Co,Hyderabad,1 August 2025,Rs. 15000 /month,6 Months,2025-09-30,Letter of Recommendation,MBA,"Business Development, Sales, CRM","Flexible working hours, Work from home",15000.0,15000.0,fixed,month,6.0,2025-09-30,2025-07-08,False,2025-08-01,False,Hyderabad,False,"['business development', 'sales', 'crm']","business development business development, sales, crm flexible working hours, work from home mba letter of recommendation datadriven co"
INT1484,2025-08-09,Marketing,DesignHub,Chennai,1 June 2025,Unpaid,1 Month,2025-05-31,,B.Com,"Digital Marketing, SEO, Google Analytics","5 days a week, Free snacks",0.0,0.0,unpaid,unknown,1.0,2025-05-31,2025-08-09,False,2025-06-01,False,Chennai,False,"['digital marketing', 'seo', 'google analytics']","marketing digital marketing, seo, google analytics 5 days a week, free snacks b.com designhub"
INT1485,2025-09-10,Content Writing,FinanceFirst,Pune,1 June 2025,Rs. 3000 /month,5 Months,2025-10-15,"Certificate, PPO",Any Graduate,"Content Writing, Blogging, SEO","Informal dress code, Free snacks",3000.0,3000.0,fixed,month,5.0,2025-10-15,2025-09-10,False,2025-06-01,False,Pune,False,"['content writing', 'blogging', 'seo']","content writing content writing, blogging, seo informal dress code, free snacks any graduate certificate, ppo financefirst"
INT1486,2025-01-11,Graphic Design,MarketMasters,Kolkata,1 June 2025,Rs. 20000 /month,8 Weeks,2025-06-30,"Certificate of Completion, Letter of Recommendation",B.Sc,"Photoshop, Illustrator, Figma","Certificate, LOR",20000.0,20000.0,fixed,month,1.8411967779056388,2025-06-30,2025-01-11,False,2025-06-01,False,Kolkata,False,"['photoshop', 'illustrator', 'figma']","graphic design photoshop, illustrator, figma certificate, lor b.sc certificate of completion, letter of recommendation marketmasters"
INT1487,2025-02-12,Finance,CodeCraft,Ahmedabad,1 June 2025,Rs. 12000 /month,12 Weeks,2025-07-15,Pre-Placement Offer (PPO),M.Tech,"Finance, Excel, Tally",Flexible working hours,12000.0,12000.0,fixed,month,2.761795166858458,2025-07-15,2025-02-12,False,2025-06-01,False,Ahmedabad,False,"['finance', 'excel', 'tally']","finance finance, excel, tally flexible working hours m.tech pre-placement offer (ppo) codecraft"
INT1488,2025-03-13,Human Resources,CreativeMinds,Jaipur,1 July 2025,Performance based,2 Months,2025-08-01,Certificate of Completion,"B.Tech/B.E., MCA","HR, Recruitment, Excel",Health Insurance,,,performance_based,unknown,2.0,2025-08-01,2025-03-13,False,2025-07-01,False,Jaipur,False,"['hr', 'recruitment', 'excel']","human resources hr, recruitment, excel health insurance b.tech/b.e., mca certificate of completion creativeminds"
INT1489,2025-04-14,Operations,GrowthLab,Noida,Immediately,Rs. 7000-10000 /month,3 Months,2025-11-30,Letter of Recommendation,Any,"Operations, MS Office, Excel",,7000.0,10000.0,range,month,3.0,2025-11-30,2025-04-14,True,,False,Noida,False,"['operations', 'ms office', 'excel']","operations operations, ms office, excel any letter of recommendation growthlab"
INT1490,2025-05-15,Python Development,AIVentures,Gurgaon,1 June 2025,Rs. 2000 /month,2 Months,2025-06-15,,B.Tech/B.E.,"Python, Django, REST API","Flexible working hours, Work from home",2000.0,2000.0,fixed,month,2.0,2025-06-15,2025-05-15,False,2025-06-01,False,Gurgaon,False,"['python', 'django', 'rest api']","python development python, django, rest api flexible working hours, work from home b.tech/b.e. aiventures"
INT1491,2025-06-16,Android Development,WebWizards,Chandigarh,1 August 2025,Rs. 25000 /month,3 Months,2025-07-01,"Certificate, PPO",BCA,"Android, Kotlin, Java","5 days a week, Free snacks",25000.0,25000.0,fixed,month,3.0,2025-07-01,2025-06-16,False,2025-08-01,False,Chandigarh,False,"['android', 'kotlin', 'java']","android development android, kotlin, java 5 days a week, free snacks bca certificate, ppo webwizards"
INT1492,2025-07-17,iOS Development,AppFactory,Indore,15 June 2025,Rs. 5000-8000 /month,4 Months,2025-08-20,"Certificate of Completion, Letter of Recommendation",MCA,"iOS, Swift, Xcode","Informal dress code, Free snacks",5000.0,8000.0,range,month,4.0,2025-08-20,2025-07-17,False,2025-06-15,False,Indore,False,"['ios', 'swift', 'xcode']","ios development ios, swift, xcode informal dress code, free snacks mca certificate of completion, letter of recommendation appfactory"
INT1493,2025-08-18,UI/UX Design,CloudNine,Work From Home,1 July 2025,,6 Months,2025-09-30,Pre-Placement Offer (PPO),MBA,"Figma, Adobe XD, Sketch","Certificate, LOR",,,unknown,unknown,6.0,2025-09-30,2025-08-18,False,2025-07-01,True,Remote,False,"['figma', 'adobe xd', 'sketch']","ui/ux design figma, adobe xd, sketch certificate, lor mba pre-placement offer (ppo) cloudnine"
INT1494,2025-09-19,Digital Marketing,BizBoost,Work From Home,1 August 2025,Rs. 18000 /month,1 Month,2025-05-31,Certificate of Completion,B.Com,"Facebook Ads, Google Ads, SEO",Flexible working hours,18000.0,18000.0,fixed,month,1.0,2025-05-31,2025-09-19,False,2025-08-01,True,Remote,False,"['facebook ads', 'google ads', 'seo']","digital marketing facebook ads, google ads, seo flexible working hours b.com certificate of completion bizboost"
INT1495,2025-01-20,Social Media Marketing,ContentKing,Work From Home,1 August 2025,Rs. 5000 /month,5 Months,2025-10-15,Letter of Recommendation,Any Graduate,"Instagram, Facebook, Content Creation",Health Insurance,5000.0,5000.0,fixed,month,5.0,2025-10-15,2025-01-20,False,2025-08-01,True,Remote,False,"['instagram', 'facebook', 'content creation']","social media marketing instagram, facebook, content creation health insurance any graduate letter of recommendation contentking"
INT1496,2025-02-21,Video Editing,PixelPerfect,Mumbai,1 June 2025,Rs. 10000 /month,8 Weeks,2025-06-30,,B.Sc,"Premiere Pro, After Effects, Davinci Resolve",,10000.0,10000.0,fixed,month,1.8411967779056388,2025-06-30,2025-02-21,False,2025-06-01,False,Mumbai,False,"['premiere pro', 'after effects', 'davinci resolve']","video editing premiere pro, after effects, davinci resolve b.sc pixelperfect"
